fecha;customer_name;country;city;ship_mode;categories;product;price;quantity
3/12/12;Scott Higgins;Austria;Vienna;ECONOMY;technology and accessories;Logitech Router, Bluetooth;$1.237;5
3/12/12;Makayla Elphinstone;France;Alfortville;PRIORITY;office supplies and art;BIC Highlighters, Easy-Erase;$96;5
3/12/12;Makayla Elphinstone;France;Alfortville;PRIORITY;office supplies and envelopes;Jiffy Peel and Seal, Recycled;$150;8
3/12/12;Matilda Jackson;Germany;Berlin;ECONOMY;office supplies and art;Binney & Smith Pencil Sharpener, Easy-Erase;$75;3
3/12/12;Matilda Jackson;Germany;Berlin;ECONOMY;office supplies and binders;Avery Binding Machine, Clear;$87;2
3/12/12;Archer Hort;Italy;Naples;PLUS;furniture and furnishings;Eldon Light Bulb, Duo Pack;$76;3
3/12/12;Archer Hort;Italy;Naples;PLUS;furniture and tables;Lesro Conference Table, Fully Assembled;$859;2
3/12/12;Archer Hort;Italy;Naples;PLUS;office supplies and storage;Fellowes Box, Wire Frame;$34;3
3/12/12;Archer Hort;Italy;Naples;PLUS;office supplies and storage;Fellowes Folders, Industrial;$113;7
3/12/12;Archer Hort;Italy;Naples;PLUS;office supplies and storage;Fellowes Shelving, Industrial;$35;1
3/12/12;Kayleigh Farmer;Italy;Trieste;PRIORITY;office supplies and storage;Tenex Lockers, Blue;$122;1
3/12/12;Melody Nelson;France;Toulouse;ECONOMY;furniture and bookcases;Dania Classic Bookcase, Traditional;$986;6
3/12/12;Melody Nelson;France;Toulouse;ECONOMY;furniture and bookcases;Ikea Floating Shelf Set, Mobile;$207;3
3/12/12;Melody Nelson;France;Toulouse;ECONOMY;office supplies and binders;Acco Binder Covers, Durable;$30;4
3/12/12;Eloise Sykes;Switzerland;Zurich;IMMEDIATE;office supplies and binders;Cardinal Binder Covers, ECONOMY;$84;7
3/12/12;Eloise Sykes;Switzerland;Zurich;IMMEDIATE;office supplies and fasteners;Accos Paper Clips, Assorted Sizes;$57;5
3/12/12;Eloise Sykes;Switzerland;Zurich;IMMEDIATE;office supplies and storage;Smead Trays, Industrial;$49;1
4/12/12;Jessica Paramor;United Kingdom;Watford;PLUS;office supplies and art;Boston Highlighters, Easy-Erase;$57;3
4/12/12;Jessica Paramor;United Kingdom;Watford;PLUS;technology and accessories;Enermax Keyboard, Erganomic;$244;3
4/12/12;Alana Zahel;France;Nantes;ECONOMY;office supplies and storage;Eldon Trays, Wire Frame;$296;7
4/12/12;Leo Bannister;Spain;Barcelona;ECONOMY;furniture and furnishings;Rubbermaid Clock, Black;$201;4
4/12/12;Leo Bannister;Spain;Barcelona;ECONOMY;office supplies and art;Stanley Sketch Pad, Fluorescent;$274;6
5/12/12;Jose Gambino;Italy;Milan;ECONOMY;furniture and furnishings;Tenex Door Stop, Duo Pack;$264;6
5/12/12;Jose Gambino;Italy;Milan;ECONOMY;office supplies and art;Boston Markers, Water Color;$89;3
5/12/12;Jose Gambino;Italy;Milan;ECONOMY;office supplies and storage;Fellowes Folders, Single Width;$48;3
5/12/12;Jose Gambino;Italy;Milan;ECONOMY;technology and copiers;Hewlett Copy Machine, High-Speed;$527;2
5/12/12;Molly Bidmead;Germany;Hamburg;PLUS;office supplies and binders;Wilson Jones 3-Hole Punch, Durable;$147;5
6/12/12;Angus Blacklock;France;Antony;ECONOMY;office supplies and art;Binney & Smith Pencil Sharpener, Water Color;$90;3
6/12/12;Hubert Lindahl;United Kingdom;Manchester;ECONOMY;office supplies and binders;Wilson Jones 3-Hole Punch, ECONOMY;$84;3
6/12/12;Lara Giles;United Kingdom;London;ECONOMY;office supplies and art;Boston Pens, Water Color;$16;1
6/12/12;Lara Giles;United Kingdom;London;ECONOMY;office supplies and storage;Fellowes Lockers, Industrial;$187;1
6/12/12;Gilbert Montgomery;Denmark;Copenhagen;ECONOMY;office supplies and labels;Harbour Creations Round Labels, 5000 Label Set;$11;3
7/12/12;Hayley Swanston;France;Nancy;PLUS;office supplies and art;Sanford Canvas, Water Color;$322;6
7/12/12;Max Ronald;France;Angers;IMMEDIATE;office supplies and art;BIC Canvas, Blue;$376;7
7/12/12;Max Ronald;France;Angers;IMMEDIATE;office supplies and art;Binney & Smith Canvas, Fluorescent;$158;3
7/12/12;Max Ronald;France;Angers;IMMEDIATE;technology and copiers;HP Wireless Fax, Laser;$1.225;4
10/12/12;Samuel Thomas;Italy;Venice;ECONOMY;furniture and bookcases;Dania Library with Doors, Metal;$1.086;3
10/12/12;Samuel Thomas;Italy;Venice;ECONOMY;office supplies and paper;Enermax Note Cards, Premium;$90;3
10/12/12;Dakota Green;United Kingdom;Eastbourne;ECONOMY;office supplies and fasteners;OIC Push Pins, Metal;$60;4
10/12/12;Ryan Price;Spain;Albacete;PLUS;office supplies and binders;Ibico Binder, ECONOMY;$77;5
10/12/12;Ryan Price;Spain;Albacete;PLUS;office supplies and labels;Smead Legal Exhibit Labels, Adjustable;$18;2
10/12/12;Ryan Price;Spain;Albacete;PLUS;technology and accessories;Logitech Flash Drive, USB;$92;3
10/12/12;Adam Walpole;United Kingdom;Rhondda;ECONOMY;furniture and furnishings;Tenex Photo Frame, Erganomic;$141;4
10/12/12;Adam Walpole;United Kingdom;Rhondda;ECONOMY;office supplies and art;Stanley Markers, Blue;$67;3
11/12/12;Spencer Wallis;Germany;Munich;PRIORITY;furniture and bookcases;Ikea 3-Shelf Cabinet, Traditional;$769;6
11/12/12;Spencer Wallis;Germany;Munich;PRIORITY;office supplies and labels;Smead Round Labels, 5000 Label Set;$15;2
11/12/12;Eva Hargraves;Germany;Viersen;ECONOMY;office supplies and fasteners;Accos Rubber Bands, Metal;$34;2
12/12/12;Angus De Groot;France;Paris;PRIORITY;furniture and furnishings;Rubbermaid Clock, Black;$201;4
12/12/12;Maya Pamphlett;France;Marseille;PRIORITY;office supplies and labels;Smead Legal Exhibit Labels, 5000 Label Set;$46;4
12/12/12;Mary Parker;France;Marseille;PRIORITY;office supplies and fasteners;OIC Staples, Metal;$57;5
12/12/12;Mary Parker;France;Marseille;PRIORITY;office supplies and labels;Harbour Creations Shipping Labels, Adjustable;$28;3
12/12/12;Bailey Morris;Germany;Hilden;PRIORITY;furniture and bookcases;Safco 3-Shelf Cabinet, Mobile;$154;1
12/12/12;Eva Hargraves;Norway;Hamar;ECONOMY;office supplies and paper;SanDisk Parchment Paper, Premium;$134;8
12/12/12;Eva Hargraves;Norway;Hamar;ECONOMY;technology and accessories;Memorex Numeric Keypad, Bluetooth;$136;3
12/12/12;Melissa Bean;Italy;Milan;ECONOMY;office supplies and storage;Eldon Shelving, Industrial;$117;4
12/12/12;Kazuko Mason;Sweden;Nacka;PRIORITY;office supplies and art;BIC Pens, Fluorescent;$23;3
13/12/12;Georgina Garner;Germany;Essen;ECONOMY;office supplies and storage;Smead Box, Industrial;$20;2
13/12/12;Georgina Garner;Germany;Essen;ECONOMY;technology and machines;Panasonic Printer, Wireless;$2.132;8
13/12/12;Lara Giles;United Kingdom;Huddersfield;ECONOMY;furniture and furnishings;Deflect-O Light Bulb, Durable;$22;2
13/12/12;Lara Giles;United Kingdom;Huddersfield;ECONOMY;office supplies and appliances;KitchenAid Microwave, Red;$1.241;4
13/12/12;Lara Giles;United Kingdom;Huddersfield;ECONOMY;technology and phones;Motorola Smart Phone, Cordless;$5.785;9
14/12/12;Isabella Secombe;Germany;Euskirchen;ECONOMY;furniture and bookcases;Dania Stackable Bookrack, Traditional;$327;3
14/12/12;Gilbert Montgomery;France;Grigny;PRIORITY;office supplies and envelopes;Kraft Interoffice Envelope, Security-Tint;$99;2
14/12/12;Gilbert Montgomery;France;Grigny;PRIORITY;technology and copiers;Sharp Fax and Copier, Laser;$1.003;7
14/12/12;Louis Wilson;Italy;Reggio nell'Emilia;PLUS;office supplies and art;Binney & Smith Sketch Pad, Water Color;$198;4
14/12/12;Edward Webber;France;Faches-Thumesnil;PLUS;office supplies and fasteners;Stockwell Paper Clips, Metal;$52;4
14/12/12;Harry Marion;Spain;Madrid;ECONOMY;furniture and furnishings;Deflect-O Frame, Black;$880;8
15/12/12;William Reichert;Spain;Castelldefels;ECONOMY;office supplies and appliances;KitchenAid Toaster, Silver;$172;2
15/12/12;William Reichert;Spain;Castelldefels;ECONOMY;office supplies and art;Boston Canvas, Easy-Erase;$108;2
15/12/12;William Reichert;Spain;Castelldefels;ECONOMY;office supplies and art;Boston Sketch Pad, Fluorescent;$150;3
15/12/12;William Reichert;Spain;Castelldefels;ECONOMY;office supplies and binders;Avery Binding Machine, Durable;$151;3
15/12/12;Joe Gilbert;France;Sanary-sur-Mer;PLUS;office supplies and supplies;Stiletto Ruler, High Speed;$89;6
15/12/12;Joe Gilbert;France;Sanary-sur-Mer;PLUS;office supplies and supplies;Stiletto Trimmer, Steel;$84;2
15/12/12;Tricia Bustamante;Germany;Hildesheim;IMMEDIATE;office supplies and art;Stanley Highlighters, Blue;$44;3
17/12/12;Mariam McMeckan;United Kingdom;Newcastle upon Tyne;PLUS;office supplies and envelopes;GlobeWeis Clasp Envelope, Set of 50;$20;2
17/12/12;Anthony Spooner;Spain;Getxo;IMMEDIATE;office supplies and art;Stanley Markers, Easy-Erase;$45;2
17/12/12;Naomi Hancock;United Kingdom;Worthing;ECONOMY;office supplies and binders;Ibico Binder, Clear;$60;4
17/12/12;Naomi Hancock;United Kingdom;Worthing;ECONOMY;office supplies and binders;Ibico Hole Reinforcements, Recycled;$29;4
17/12/12;Naomi Hancock;United Kingdom;Worthing;ECONOMY;technology and machines;Panasonic Inkjet, Durable;$1.249;4
17/12/12;Joel McKean;United Kingdom;London;ECONOMY;office supplies and art;BIC Highlighters, Blue;$85;5
17/12/12;Joel McKean;United Kingdom;London;ECONOMY;office supplies and art;Stanley Canvas, Water Color;$332;7
17/12/12;Joel McKean;United Kingdom;London;ECONOMY;office supplies and art;Stanley Canvas, Water Color;$379;8
17/12/12;Joel McKean;United Kingdom;London;ECONOMY;office supplies and fasteners;Advantus Clamps, Bulk Pack;$35;2
17/12/12;Joel McKean;United Kingdom;London;ECONOMY;office supplies and fasteners;OIC Rubber Bands, Bulk Pack;$15;1
17/12/12;Morgan Anderson;United Kingdom;Bolton;PLUS;furniture and chairs;Novimex Rocking Chair, Red;$263;2
17/12/12;Morgan Anderson;United Kingdom;Bolton;PLUS;office supplies and binders;Cardinal 3-Hole Punch, ECONOMY;$403;14
17/12/12;Morgan Anderson;United Kingdom;Bolton;PLUS;technology and machines;Panasonic Receipt Printer, White;$716;6
17/12/12;Jason Roger;Spain;Majadahonda;PLUS;technology and machines;StarTech Calculator, White;$69;2
17/12/12;Nathan Niland;Italy;Torre del Greco;PRIORITY;office supplies and storage;Eldon Trays, Wire Frame;$56;2
17/12/12;Evie Flockhart;Portugal;Lisbon;ECONOMY;office supplies and binders;Ibico Hole Reinforcements, Durable;$17;4
17/12/12;Evie Flockhart;Portugal;Lisbon;ECONOMY;office supplies and supplies;Acme Trimmer, Steel;$88;4
17/12/12;Evie Flockhart;Portugal;Lisbon;ECONOMY;office supplies and supplies;Stiletto Letter Opener, Steel;$38;3
18/12/12;Angelina Hurst;Spain;Jerez de la Frontera;PLUS;furniture and furnishings;Deflect-O Clock, Duo Pack;$151;3
18/12/12;Angelina Hurst;Spain;Jerez de la Frontera;PLUS;office supplies and binders;Acco Binder Covers, ECONOMY;$67;5
18/12/12;Angelina Hurst;Spain;Jerez de la Frontera;PLUS;office supplies and binders;Avery Binder Covers, Recycled;$57;5
18/12/12;Angelina Hurst;Spain;Jerez de la Frontera;PLUS;office supplies and storage;Smead Folders, Industrial;$65;4
18/12/12;Patrick Townson;Spain;C�rtama;ECONOMY;furniture and chairs;Hon Rocking Chair, Set of Two;$319;3
18/12/12;John Harris;Spain;Murcia;PLUS;office supplies and envelopes;Cameo Interoffice Envelope, Set of 50;$95;2
18/12/12;John Harris;Spain;Murcia;PLUS;office supplies and labels;Smead File Folder Labels, Laser Printer Compatible;$36;4
18/12/12;John Harris;Spain;Murcia;PLUS;office supplies and storage;Eldon Box, Single Width;$56;6
18/12/12;John Harris;Spain;Murcia;PLUS;office supplies and storage;Smead Lockers, Wire Frame;$711;4
18/12/12;Edward Hodges;France;Toulouse;ECONOMY;technology and phones;Cisco Signal Booster, Cordless;$108;2
19/12/12;Liam Marshall;United Kingdom;London;ECONOMY;furniture and bookcases;Sauder Classic Bookcase, Mobile;$1.579;4
19/12/12;James Brown;France;Saint-Denis;PLUS;office supplies and envelopes;Ames Clasp Envelope, Set of 50;$14;2
19/12/12;Kevin Madigan;France;Toulon;PLUS;office supplies and envelopes;Jiffy Peel and Seal, Security-Tint;$112;5
19/12/12;Kevin Madigan;France;Toulon;PLUS;technology and copiers;Canon Fax Machine, Digital;$1.081;4
19/12/12;Ngoc Orozco;Germany;Berlin;ECONOMY;furniture and bookcases;Dania Corner Shelving, Mobile;$498;5
20/12/12;Melody Nelson;Italy;Arezzo;ECONOMY;furniture and chairs;Office Star Swivel Stool, Adjustable;$212;3
20/12/12;Melody Nelson;Italy;Arezzo;ECONOMY;office supplies and art;Binney & Smith Canvas, Easy-Erase;$155;3
20/12/12;Melody Nelson;Italy;Arezzo;ECONOMY;office supplies and binders;Acco Index Tab, Durable;$18;2
20/12/12;Melody Nelson;Italy;Arezzo;ECONOMY;technology and copiers;Sharp Wireless Fax, Color;$357;1
20/12/12;Matthew Barker;Germany;Duisburg;IMMEDIATE;office supplies and art;Sanford Canvas, Water Color;$161;3
20/12/12;Nathan Niland;Italy;Ravenna;ECONOMY;technology and copiers;Sharp Fax Machine, Laser;$1.478;5
20/12/12;Max Craig;France;Deuil-la-Barre;PRIORITY;office supplies and binders;Ibico Hole Reinforcements, Durable;$34;4
20/12/12;Max Craig;France;Deuil-la-Barre;PRIORITY;technology and machines;StarTech Card Printer, White;$1.239;9
21/12/12;Jacob Carter;France;Fontaine;ECONOMY;furniture and tables;Chromcraft Coffee Table, Rectangular;$172;1
21/12/12;Jacob Carter;France;Fontaine;ECONOMY;office supplies and appliances;Hamilton Beach Stove, Red;$1.952;4
21/12/12;Jacob Carter;France;Fontaine;ECONOMY;office supplies and binders;Cardinal Binding Machine, ECONOMY;$249;5
21/12/12;Jacob Carter;France;Fontaine;ECONOMY;technology and machines;StarTech Calculator, White;$130;4
21/12/12;Faith Greenwood;France;La Rochelle;ECONOMY;office supplies and art;Binney & Smith Canvas, Easy-Erase;$103;2
21/12/12;Taj Knetes;Germany;Oberhausen;PRIORITY;furniture and chairs;Hon Steel Folding Chair, Black;$355;5
22/12/12;Kenneth Gonzales;France;Saint-Malo;ECONOMY;technology and copiers;Canon Personal Copier, High-Speed;$719;6
22/12/12;Kian Pollard;Germany;Bochum;PLUS;furniture and bookcases;Bush Corner Shelving, Mobile;$342;3
22/12/12;Kian Pollard;Germany;Bochum;PLUS;office supplies and envelopes;GlobeWeis Manila Envelope, with clear poly window;$62;2
22/12/12;Kian Pollard;Germany;Bochum;PLUS;office supplies and storage;Fellowes Folders, Single Width;$71;3
22/12/12;Kian Pollard;Germany;Bochum;PLUS;office supplies and storage;Tenex Shelving, Blue;$98;2
22/12/12;Larry Klaus;Italy;Milan;ECONOMY;office supplies and art;BIC Pencil Sharpener, Blue;$29;1
22/12/12;Larry Klaus;Italy;Milan;ECONOMY;office supplies and art;Sanford Canvas, Water Color;$215;4
22/12/12;Larry Klaus;Italy;Milan;ECONOMY;office supplies and storage;Tenex File Cart, Industrial;$161;2
22/12/12;Larry Klaus;Italy;Milan;ECONOMY;technology and machines;Panasonic Calculator, White;$58;2
24/12/12;Lamar Lockhart;Spain;Getafe;ECONOMY;office supplies and storage;Fellowes Lockers, Blue;$560;3
24/12/12;Lamar Lockhart;Spain;Getafe;ECONOMY;office supplies and storage;Fellowes Trays, Single Width;$258;5
24/12/12;Patricia Smith;France;Chilly-Mazarin;ECONOMY;office supplies and binders;Cardinal Binder Covers, ECONOMY;$48;4
24/12/12;Patricia Smith;France;Chilly-Mazarin;ECONOMY;office supplies and labels;Harbour Creations Removable Labels, Adjustable;$41;5
24/12/12;Patricia Smith;France;Chilly-Mazarin;ECONOMY;office supplies and paper;SanDisk Memo Slips, Premium;$34;2
24/12/12;Harvey Daniels;Spain;Alcobendas;ECONOMY;office supplies and art;Boston Canvas, Blue;$268;5
25/12/12;Julie Ochoa;Italy;Ferrara;PRIORITY;furniture and bookcases;Ikea Stackable Bookrack, Metal;$488;4
25/12/12;Julie Ochoa;Italy;Ferrara;PRIORITY;office supplies and storage;Fellowes Shelving, Wire Frame;$205;6
25/12/12;Mary Wilson;France;Tours;PLUS;furniture and chairs;Novimex Chairmat, Black;$97;2
25/12/12;Mary Wilson;France;Tours;PLUS;furniture and chairs;SAFCO Steel Folding Chair, Red;$463;6
25/12/12;Mary Wilson;France;Tours;PLUS;office supplies and appliances;Hamilton Beach Microwave, White;$505;2
25/12/12;Mary Wilson;France;Tours;PLUS;office supplies and art;Boston Canvas, Water Color;$227;4
25/12/12;Mary Wilson;France;Tours;PLUS;office supplies and storage;Eldon Trays, Single Width;$130;3
25/12/12;Milla Day;Germany;Cologne;ECONOMY;office supplies and appliances;Cuisinart Stove, Red;$2.907;6
25/12/12;Milla Day;Germany;Cologne;ECONOMY;office supplies and envelopes;Kraft Clasp Envelope, with clear poly window;$38;3
25/12/12;Milla Day;Germany;Cologne;ECONOMY;office supplies and storage;Fellowes Shelving, Single Width;$208;4
25/12/12;Milla Day;Germany;Cologne;ECONOMY;technology and accessories;SanDisk Memory Card, Erganomic;$220;2
26/12/12;Bradley Howell;Spain;Madrid;ECONOMY;office supplies and art;BIC Pencil Sharpener, Blue;$87;3
26/12/12;Joseph Banks;Spain;Vigo;PLUS;furniture and bookcases;Sauder Classic Bookcase, Metal;$1.742;4
26/12/12;Joseph Banks;Spain;Vigo;PLUS;office supplies and art;Sanford Sketch Pad, Easy-Erase;$183;4
26/12/12;Joseph Banks;Spain;Vigo;PLUS;office supplies and supplies;Acme Trimmer, Easy Grip;$601;13
26/12/12;Bianca Monsoor;Ireland;Dublin;ECONOMY;office supplies and art;Sanford Pencil Sharpener, Easy-Erase;$95;7
26/12/12;Bianca Monsoor;Ireland;Dublin;ECONOMY;office supplies and binders;Avery 3-Hole Punch, Recycled;$71;5
26/12/12;Isabelle Grimstone;United Kingdom;London;PLUS;office supplies and art;Stanley Markers, Easy-Erase;$81;4
26/12/12;Jonathan Bottrill;France;Toulouse;ECONOMY;office supplies and storage;Eldon Lockers, Single Width;$158;2
26/12/12;Jonathan Bottrill;France;Toulouse;ECONOMY;technology and accessories;Memorex Router, USB;$1.602;13
27/12/12;Anna Macdonald;Sweden;Stockholm;PLUS;office supplies and storage;Tenex Trays, Wire Frame;$53;2
27/12/12;Casey Forte;Spain;Marbella;ECONOMY;technology and copiers;Sharp Ink, Digital;$372;3
27/12/12;Brian Garcia;United Kingdom;Stoke-on-Trent;PRIORITY;technology and accessories;Belkin Flash Drive, Erganomic;$119;3
27/12/12;Kyle Nash;Spain;Sant Boi de Llobregat;ECONOMY;office supplies and art;Sanford Markers, Fluorescent;$74;3
27/12/12;Tyson Ebden;France;Domont;ECONOMY;technology and copiers;Brother Wireless Fax, High-Speed;$320;1
27/12/12;Tammy Chamblee;Germany;Duisburg;ECONOMY;office supplies and art;Sanford Pencil Sharpener, Water Color;$78;3
27/12/12;Tammy Chamblee;Germany;Duisburg;ECONOMY;office supplies and binders;Cardinal Hole Reinforcements, Durable;$27;4
27/12/12;Henry Pedder;France;Nice;PLUS;office supplies and appliances;Cuisinart Refrigerator, White;$445;1
27/12/12;Henry Pedder;France;Nice;PLUS;office supplies and binders;Ibico 3-Hole Punch, Recycled;$246;8
27/12/12;Henry Pedder;France;Nice;PLUS;office supplies and binders;Ibico Binder Covers, Clear;$26;2
27/12/12;Henry Pedder;France;Nice;PLUS;office supplies and envelopes;GlobeWeis Peel and Seal, Recycled;$101;5
27/12/12;Henry Pedder;France;Nice;PLUS;office supplies and storage;Fellowes File Cart, Wire Frame;$245;2
27/12/12;Henry Pedder;France;Nice;PLUS;technology and machines;Okidata Calculator, White;$215;5
28/12/12;Peter Daly;United Kingdom;London;ECONOMY;office supplies and supplies;Elite Letter Opener, High Speed;$168;7
28/12/12;Sandra Hooks;United Kingdom;Edinburgh;ECONOMY;office supplies and art;Stanley Markers, Fluorescent;$141;6
28/12/12;Sandra Hooks;United Kingdom;Edinburgh;ECONOMY;technology and copiers;Brother Ink, Digital;$441;3
28/12/12;Sandra Hooks;United Kingdom;Edinburgh;ECONOMY;technology and phones;Motorola Signal Booster, Full Size;$1.011;7
28/12/12;Nelson Olsen;United Kingdom;Basildon;ECONOMY;office supplies and appliances;Hoover Stove, Silver;$1.138;2
28/12/12;Nelson Olsen;United Kingdom;Basildon;ECONOMY;office supplies and supplies;Acme Trimmer, Easy Grip;$370;8
28/12/12;Denise Harris;France;Paris;ECONOMY;technology and copiers;Hewlett Fax and Copier, High-Speed;$325;2
28/12/12;Christopher Goold;Netherlands;Emmen;PLUS;office supplies and binders;Avery Binder Covers, Clear;$16;3
29/12/12;Tahlia Murnin;France;Marseille;PRIORITY;office supplies and storage;Fellowes Shelving, Single Width;$365;7
29/12/12;Rebecca Cook;Germany;Essen;ECONOMY;office supplies and storage;Tenex Trays, Wire Frame;$288;6
29/12/12;Archie Springfield;France;Nice;ECONOMY;office supplies and envelopes;GlobeWeis Manila Envelope, Recycled;$52;2
29/12/12;Isabelle Torpy;United Kingdom;Loughborough;PRIORITY;office supplies and paper;Green Bar Computer Printout Paper, Multicolor;$62;2
29/12/12;Isabelle Torpy;United Kingdom;Loughborough;PRIORITY;office supplies and storage;Fellowes Box, Industrial;$40;2
30/12/12;Gilbert Montgomery;United Kingdom;Eastbourne;ECONOMY;office supplies and art;Sanford Pens, Easy-Erase;$114;10
30/12/12;Gilbert Montgomery;United Kingdom;Eastbourne;ECONOMY;office supplies and binders;Avery Binder, Recycled;$40;3
30/12/12;Gilbert Montgomery;United Kingdom;Eastbourne;ECONOMY;office supplies and fasteners;Advantus Rubber Bands, Bulk Pack;$50;3
31/12/12;Rita McCann;Belgium;Antwerp;PLUS;office supplies and appliances;KitchenAid Refrigerator, Red;$1.584;3
31/12/12;Rita McCann;Belgium;Antwerp;PLUS;office supplies and fasteners;Stockwell Staples, Bulk Pack;$31;3
31/12/12;Rita McCann;Belgium;Antwerp;PLUS;office supplies and paper;Green Bar Parchment Paper, 8.5 x 11;$83;4
31/12/12;Lilly Le Grand;Germany;Berlin;PLUS;office supplies and storage;Rogers Lockers, Industrial;$509;3
31/12/12;Dominic Scott;France;Lormont;PRIORITY;furniture and bookcases;Safco Corner Shelving, Mobile;$274;2
31/12/12;Dominic Scott;France;Lormont;PRIORITY;office supplies and art;Stanley Canvas, Easy-Erase;$99;2
31/12/12;Dominic Scott;France;Lormont;PRIORITY;office supplies and fasteners;Stockwell Staples, Metal;$55;5
31/12/12;Dominic Scott;France;Lormont;PRIORITY;technology and phones;Samsung Speaker Phone, with Caller ID;$210;2
31/12/12;Maddison Newman;Belgium;Charleroi;IMMEDIATE;office supplies and art;Boston Markers, Blue;$53;2
31/12/12;Angelina Beeton;France;Toulouse;ECONOMY;furniture and chairs;Novimex Swivel Stool, Adjustable;$200;3
31/12/12;Angelina Beeton;France;Toulouse;ECONOMY;office supplies and art;Stanley Pens, Fluorescent;$11;2
31/12/12;Angelina Beeton;France;Toulouse;ECONOMY;office supplies and fasteners;Advantus Push Pins, Bulk Pack;$14;2
1/1/13;Freddie Kaur;France;Pau;IMMEDIATE;office supplies and appliances;Hoover Toaster, Black;$299;4
1/1/13;Lilian Rodgers;United Kingdom;London;ECONOMY;office supplies and storage;Fellowes Trays, Single Width;$155;3
1/1/13;Millie Arnold;Spain;Melilla;ECONOMY;office supplies and art;Stanley Canvas, Easy-Erase;$99;2
1/1/13;Millie Arnold;Spain;Melilla;ECONOMY;office supplies and labels;Smead Legal Exhibit Labels, 5000 Label Set;$46;4
2/1/13;Nate Dacey;France;Livry-Gargan;ECONOMY;office supplies and appliances;Hoover Stove, Black;$1.533;3
2/1/13;Nate Dacey;France;Livry-Gargan;ECONOMY;office supplies and storage;Smead Shelving, Wire Frame;$130;3
2/1/13;Jasper Neighbour;France;Grasse;PRIORITY;office supplies and art;Stanley Sketch Pad, Fluorescent;$137;3
2/1/13;Kenneth Gonzales;France;Maisons-Laffitte;PRIORITY;office supplies and binders;Ibico Binder, ECONOMY;$46;3
2/1/13;Kenneth Gonzales;France;Maisons-Laffitte;PRIORITY;office supplies and paper;SanDisk Message Books, 8.5 x 11;$112;4
2/1/13;Alannah Langridge;United Kingdom;Derby;ECONOMY;furniture and bookcases;Sauder Floating Shelf Set, Pine;$1.567;8
2/1/13;Kayla Tearle;United Kingdom;Chester;ECONOMY;office supplies and envelopes;GlobeWeis Manila Envelope, Set of 50;$164;6
3/1/13;Jason Roger;Germany;Leverkusen;ECONOMY;office supplies and binders;Cardinal Hole Reinforcements, Durable;$27;4
3/1/13;Jason Roger;Germany;Leverkusen;ECONOMY;technology and phones;Cisco Headset, with Caller ID;$177;2
3/1/13;Terence Welch;United Kingdom;London;ECONOMY;office supplies and storage;Fellowes File Cart, Blue;$618;5
3/1/13;Kian Sykes;Germany;Krefeld;PLUS;office supplies and labels;Avery Removable Labels, Alphabetical;$32;3
3/1/13;Kian Sykes;Germany;Krefeld;PLUS;office supplies and paper;Green Bar Parchment Paper, Premium;$83;5
3/1/13;Peggy Hua;Germany;Halle;PLUS;office supplies and appliances;Cuisinart Stove, Silver;$970;2
3/1/13;Summer Hayward;Netherlands;Rotterdam;ECONOMY;office supplies and storage;Eldon Folders, Wire Frame;$8;1
3/1/13;Noah Hart;Germany;Frankfurt;ECONOMY;furniture and chairs;Harbour Creations Bag Chairs, Black;$373;7
3/1/13;Noah Hart;Germany;Frankfurt;ECONOMY;office supplies and art;Sanford Sketch Pad, Water Color;$49;1
3/1/13;Noah Hart;Germany;Frankfurt;ECONOMY;office supplies and labels;Harbour Creations Removable Labels, 5000 Label Set;$72;7
3/1/13;Noah Hart;Germany;Frankfurt;ECONOMY;office supplies and labels;Novimex Shipping Labels, Laser Printer Compatible;$44;4
3/1/13;Noah Hart;Germany;Frankfurt;ECONOMY;technology and phones;Samsung Audio Dock, VoIP;$334;2
4/1/13;Daryl Claypool;France;Gap;ECONOMY;office supplies and appliances;KitchenAid Stove, Silver;$1.028;2
4/1/13;Louis Scott;Italy;Catania;ECONOMY;office supplies and paper;Eaton Message Books, Recycled;$102;5
4/1/13;Benjamin Knaggs;Italy;Turin;PLUS;furniture and chairs;Hon Rocking Chair, Black;$205;4
4/1/13;Benjamin Knaggs;Italy;Turin;PLUS;furniture and furnishings;Tenex Frame, Duo Pack;$220;2
4/1/13;Benjamin Knaggs;Italy;Turin;PLUS;office supplies and appliances;Breville Refrigerator, White;$2.070;4
4/1/13;Benjamin Knaggs;Italy;Turin;PLUS;office supplies and storage;Tenex Trays, Single Width;$98;3
4/1/13;Benjamin Knaggs;Italy;Turin;PLUS;technology and accessories;Belkin Numeric Keypad, USB;$278;5
4/1/13;Tara Hines;France;Lyon;ECONOMY;office supplies and paper;Enermax Computer Printout Paper, 8.5 x 11;$65;2
4/1/13;Tara Hines;France;Lyon;ECONOMY;office supplies and storage;Rogers Lockers, Blue;$1.524;8
4/1/13;Angie Massengill;Switzerland;Zurich;ECONOMY;furniture and chairs;SAFCO Swivel Stool, Adjustable;$682;4
4/1/13;Phoebe Lindsay;Netherlands;Bergen op Zoom;PLUS;office supplies and fasteners;Stockwell Clamps, 12 Pack;$19;2
5/1/13;Robert Neil;France;Puteaux;ECONOMY;furniture and bookcases;Safco Classic Bookcase, Metal;$2.757;7
5/1/13;Robert Neil;France;Puteaux;ECONOMY;office supplies and supplies;Fiskars Scissors, Serrated;$40;2
